pokedex_number,name,classfication,type1,type2,generation,is_legendary,ability 1,ability 2,ability 3,ability 4,ability 5,ability 6,height_m,weight_kg,capture_rate,percentage_male,experience_growth,attack,defense,speed,hp,sp_attack,sp_defense,base_egg_steps,base_happiness,base_total,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
443,Gible,Land Shark Pokemon,dragon,ground,4,0,Sand Veil,Rough Skin,,,,,0.7,20.5,45,50,1250000,70,45,42,58,40,45,10240,70,300,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
444,Gabite,Cave Pokemon,dragon,ground,4,0,Sand Veil,Rough Skin,,,,,1.4,56,45,50,1250000,90,65,82,68,50,55,10240,70,410,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
445,Garchomp,Mach Pokemon,dragon,ground,4,0,Sand Veil,Rough Skin,,,,,1.9,95,45,50,1250000,170,115,92,108,120,95,10240,70,700,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
446,Munchlax,Big Eater Pokemon,normal,,4,0,Pickup,Thick Fat,Gluttony,,,,0.6,105,50,88.1,1250000,85,40,5,135,40,85,10240,70,390,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
447,Riolu,Emanation Pokemon,fighting,,4,0,Steadfast,Inner Focus,Prankster,,,,0.7,20.2,75,88.1,1059860,70,40,60,40,35,40,6400,70,285,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
448,Lucario,Aura Pokemon,fighting,steel,4,0,Steadfast,Inner Focus,Justified,,,,1.2,54,45,88.1,1059860,145,88,112,70,140,70,6400,70,625,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
449,Hippopotas,Hippo Pokemon,ground,,4,0,Sand Stream,Sand Force,,,,,0.8,49.5,140,50,1250000,72,78,32,68,38,42,7680,70,330,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
450,Hippowdon,Heavyweight Pokemon,ground,,4,0,Sand Stream,Sand Force,,,,,2,300,60,50,1250000,112,118,47,108,68,72,7680,70,525,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
451,Skorupi,Scorpion Pokemon,poison,bug,4,0,Battle Armor,Sniper,Keen Eye,,,,0.8,12,120,50,1250000,50,90,65,40,30,55,5120,70,330,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
452,Drapion,Ogre Scorp Pokemon,poison,dark,4,0,Battle Armor,Sniper,Keen Eye,,,,1.3,61.5,45,50,1250000,90,110,95,70,60,75,5120,70,500,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
453,Croagunk,Toxic Mouth Pokemon,poison,fighting,4,0,Anticipation,Dry Skin,Poison Touch,,,,0.7,23,140,50,1000000,61,40,50,48,61,40,2560,100,300,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
454,Toxicroak,Toxic Mouth Pokemon,poison,fighting,4,0,Anticipation,Dry Skin,Poison Touch,,,,1.3,44.4,75,50,1000000,106,65,85,83,86,65,5120,70,490,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
455,Carnivine,Bug Catcher Pokemon,grass,,4,0,Levitate,,,,,,1.4,27,200,50,1250000,100,72,46,74,90,72,6400,70,454,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
456,Finneon,Wing Fish Pokemon,water,,4,0,Swift Swim,Storm Drain,Water Veil,,,,0.4,7,190,50,600000,49,56,66,49,49,61,5120,70,330,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
457,Lumineon,Neon Pokemon,water,,4,0,Swift Swim,Storm Drain,Water Veil,,,,1.2,24,75,50,600000,69,76,91,69,69,86,5120,70,460,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
458,Mantyke,Kite Pokemon,water,flying,4,0,Swift Swim,Water Absorb,Water Veil,,,,1,65,25,50,1250000,20,50,50,45,60,120,6400,70,345,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
459,Snover,Frosted Tree Pokemon,grass,ice,4,0,Snow Warning,Soundproof,,,,,1,50.5,120,50,1250000,62,50,40,60,62,60,5120,70,334,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
460,Abomasnow,Frosted Tree Pokemon,grass,ice,4,0,Snow Warning,Soundproof,,,,,2.2,135.5,60,50,1250000,132,105,30,90,132,105,5120,70,594,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
461,Weavile,Sharp Claw Pokemon,dark,ice,4,0,Pressure,Pickpocket,,,,,1.1,34,45,50,1059860,120,65,125,70,45,85,5120,35,510,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
462,Magnezone,Magnet Area Pokemon,electric,steel,4,0,Magnet Pull,Sturdy,Analytic,,,,1.2,180,30,,1000000,70,115,60,70,130,90,5120,70,535,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
463,Lickilicky,Licking Pokemon,normal,,4,0,Own Tempo,Oblivious,Cloud Nine,,,,1.7,140,30,50,1000000,85,95,50,110,80,95,5120,70,515,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
464,Rhyperior,Drill Pokemon,ground,rock,4,0,Lightningrod,Solid Rock,Reckless,,,,2.4,282.8,30,50,1250000,140,130,40,115,55,55,5120,70,535,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
465,Tangrowth,Vine Pokemon,grass,,4,0,Chlorophyll,Leaf Guard,Regenerator,,,,2,128.6,30,50,1000000,100,125,50,100,110,50,5120,70,535,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
466,Electivire,Thunderbolt Pokemon,electric,,4,0,Motor Drive,Vital Spirit,,,,,1.8,138.6,30,75.4,1000000,123,67,95,75,95,85,6400,70,540,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
467,Magmortar,Blast Pokemon,fire,,4,0,Flame Body,Vital Spirit,,,,,1.6,68,30,75.4,1000000,95,67,83,75,125,95,6400,70,540,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
468,Togekiss,Jubilee Pokemon,fairy,flying,4,0,Hustle,Serene Grace,Super Luck,,,,1.5,38,30,88.1,800000,50,95,80,85,120,115,2560,70,545,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
469,Yanmega,Ogre Darner Pokemon,bug,flying,4,0,Speed Boost,Tinted Lens,Frisk,,,,1.9,51.5,30,50,1000000,76,86,95,86,116,56,5120,70,515,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
470,Leafeon,Verdant Pokemon,grass,,4,0,Leaf Guard,Chlorophyll,,,,,1,25.5,45,88.1,1000000,110,130,95,65,60,65,8960,35,525,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
471,Glaceon,Fresh Snow Pokemon,ice,,4,0,Snow Cloak,Ice Body,,,,,0.8,25.9,45,88.1,1000000,60,110,65,65,130,95,8960,35,525,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
472,Gliscor,Fang Scorp Pokemon,ground,flying,4,0,Hyper Cutter,Sand Veil,Poison Heal,,,,2,42.5,30,50,1059860,95,125,95,75,45,75,5120,70,510,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
473,Mamoswine,Twin Tusk Pokemon,ice,ground,4,0,Oblivious,Snow Cloak,Thick Fat,,,,2.5,291,50,50,1250000,130,80,80,110,70,60,5120,70,530,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
474,Porygon-Z,Virtual Pokemon,normal,,4,0,Adaptability,Download,Analytic,,,,0.9,34,30,,1000000,80,70,90,85,135,75,5120,70,535,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
475,Gallade,Blade Pokemon,psychic,fighting,4,0,Steadfast,Justified,,,,,1.6,52,45,100,1250000,165,95,110,68,65,115,5120,35,618,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
476,Probopass,Compass Pokemon,rock,steel,4,0,Sturdy,Magnet Pull,Sand Force,,,,1.4,340,60,50,1000000,55,145,40,60,75,150,5120,70,525,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
477,Dusknoir,Gripper Pokemon,ghost,,4,0,Pressure,Frisk,,,,,2.2,106.6,45,50,800000,100,135,45,45,65,135,6400,35,525,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
478,Froslass,Snow Land Pokemon,ice,ghost,4,0,Snow Cloak,Cursed Body,,,,,1.3,26.6,75,0,1000000,80,70,110,70,80,70,5120,70,480,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1
479,Rotom,Plasma Pokemon,electric,ghost,4,0,Levitate,,,,,,0.3,0.3,45,,1000000,65,107,86,50,105,107,5120,70,520,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1
480,Uxie,Knowledge Pokemon,psychic,,4,1,Levitate,,,,,,0.3,0.3,3,,1250000,75,130,95,75,75,130,20480,140,580,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
481,Mesprit,Emotion Pokemon,psychic,,4,1,Levitate,,,,,,0.3,0.3,3,,1250000,105,105,80,80,105,105,20480,140,580,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
482,Azelf,Willpower Pokemon,psychic,,4,1,Levitate,,,,,,0.3,0.3,3,,1250000,125,70,115,75,125,70,20480,140,580,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
483,Dialga,Temporal Pokemon,steel,dragon,4,1,Pressure,Telepathy,,,,,5.4,683,3,,1250000,120,120,90,100,150,100,30720,0,680,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5
484,Palkia,Spatial Pokemon,water,dragon,4,1,Pressure,Telepathy,,,,,4.2,336,3,,1250000,120,100,100,90,150,120,30720,0,680,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
485,Heatran,Lava Dome Pokemon,fire,steel,4,1,Flash Fire,Flame Body,,,,,1.7,430,3,50,1250000,90,106,77,91,130,106,2560,100,600,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2
486,Regigigas,Colossal Pokemon,normal,,4,1,Slow Start,,,,,,3.7,420,3,,1250000,160,110,100,110,80,110,30720,0,670,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
487,Giratina,Renegade Pokemon,ghost,dragon,4,1,Pressure,Telepathy,Levitate,,,,4.5,750,3,,1250000,120,100,90,150,120,100,30720,0,680,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5
488,Cresselia,Lunar Pokemon,psychic,,4,1,Levitate,,,,,,1.5,85.6,3,0,1250000,70,120,85,120,75,130,30720,100,600,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
489,Phione,Sea Drifter Pokemon,water,,4,0,Hydration,,,,,,0.4,3.1,30,,1250000,80,80,80,80,80,80,10240,70,480,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
490,Manaphy,Seafaring Pokemon,water,,4,1,Hydration,,,,,,0.3,1.4,3,,1250000,100,100,100,100,100,100,2560,70,600,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
491,Darkrai,Pitch-Black Pokemon,dark,,4,1,Bad Dreams,,,,,,1.5,50.5,3,,1250000,90,90,125,70,135,90,30720,0,600,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
492,Shaymin,Gratitude Pokemon,grass,grass,4,1,Natural Cure,Serene Grace,,,,,0.2,2.1,45,,1059860,103,75,127,100,120,75,30720,100,600,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
493,Arceus,Alpha Pokemon,normal,,4,1,Multitype,,,,,,3.2,320,3,,1250000,120,120,120,120,120,120,30720,0,720,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
494,Victini,Victory Pokemon,psychic,fire,5,1,Victory Star,,,,,,0.4,4,3,,1250000,100,100,100,100,100,100,30720,100,600,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
495,Snivy,Grass Snake Pokemon,grass,,5,0,Overgrow,Contrary,,,,,0.6,8.1,45,88.1,1059860,45,55,63,45,45,55,5120,70,308,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
496,Servine,Grass Snake Pokemon,grass,,5,0,Overgrow,Contrary,,,,,0.8,16,45,88.1,1059860,60,75,83,60,60,75,5120,70,413,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
497,Serperior,Regal Pokemon,grass,,5,0,Overgrow,Contrary,,,,,3.3,63,45,88.1,1059860,75,95,113,75,75,95,5120,70,528,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
498,Tepig,Fire Pig Pokemon,fire,,5,0,Blaze,Thick Fat,,,,,0.5,9.9,45,88.1,1059860,63,45,45,65,45,45,5120,70,308,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
499,Pignite,Fire Pig Pokemon,fire,fighting,5,0,Blaze,Thick Fat,,,,,1,55.5,45,88.1,1059860,93,55,55,90,70,55,5120,70,418,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
500,Emboar,Mega Fire Pig Pokemon,fire,fighting,5,0,Blaze,Reckless,,,,,1.6,150,45,88.1,1059860,123,65,65,110,100,65,5120,70,528,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
501,Oshawott,Sea Otter Pokemon,water,,5,0,Torrent,Shell Armor,,,,,0.5,5.9,45,88.1,1059860,55,45,45,55,63,45,5120,70,308,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
502,Dewott,Discipline Pokemon,water,,5,0,Torrent,Shell Armor,,,,,0.8,24.5,45,88.1,1059860,75,60,60,75,83,60,5120,70,413,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
503,Samurott,Formidable Pokemon,water,,5,0,Torrent,Shell Armor,,,,,1.5,94.6,45,88.1,1059860,100,85,70,95,108,70,5120,70,528,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
504,Patrat,Scout Pokemon,normal,,5,0,Run Away,Keen Eye,Analytic,,,,0.5,11.6,255,50,1000000,55,39,42,45,35,39,3840,70,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
505,Watchog,Lookout Pokemon,normal,,5,0,Illuminate,Keen Eye,Analytic,,,,1.1,27,255,50,1000000,85,69,77,60,60,69,5120,70,420,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
506,Lillipup,Puppy Pokemon,normal,,5,0,Vital Spirit,Pickup,Run Away,,,,0.4,4.1,255,50,1059860,60,45,55,45,25,45,3840,70,275,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
507,Herdier,Loyal Dog Pokemon,normal,,5,0,Intimidate,Sand Rush,Scrappy,,,,0.9,14.7,120,50,1059860,80,65,60,65,35,65,3840,70,370,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
508,Stoutland,Big-Hearted Pokemon,normal,,5,0,Intimidate,Sand Rush,Scrappy,,,,1.2,61,45,50,1059860,110,90,80,85,45,90,3840,70,500,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
509,Purrloin,Devious Pokemon,dark,,5,0,Limber,Unburden,Prankster,,,,0.4,10.1,255,50,1000000,50,37,66,41,50,37,5120,70,281,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
510,Liepard,Cruel Pokemon,dark,,5,0,Limber,Unburden,Prankster,,,,1.1,37.5,90,50,1000000,88,50,106,64,88,50,5120,70,446,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
511,Pansage,Grass Monkey Pokemon,grass,,5,0,Gluttony,Overgrow,,,,,0.6,10.5,190,88.1,1000000,53,48,64,50,53,48,5120,70,316,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
512,Simisage,Thorn Monkey Pokemon,grass,,5,0,Gluttony,Overgrow,,,,,1.1,30.5,75,88.1,1000000,98,63,101,75,98,63,5120,70,498,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
513,Pansear,High Temp Pokemon,fire,,5,0,Gluttony,Blaze,,,,,0.6,11,190,88.1,1000000,53,48,64,50,53,48,5120,70,316,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
514,Simisear,Ember Pokemon,fire,,5,0,Gluttony,Blaze,,,,,1,28,75,88.1,1000000,98,63,101,75,98,63,5120,70,498,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
515,Panpour,Spray Pokemon,water,,5,0,Gluttony,Torrent,,,,,0.6,13.5,190,88.1,1000000,53,48,64,50,53,48,5120,70,316,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
516,Simipour,Geyser Pokemon,water,,5,0,Gluttony,Torrent,,,,,1,29,75,88.1,1000000,98,63,101,75,98,63,5120,70,498,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
517,Munna,Dream Eater Pokemon,psychic,,5,0,Forewarn,Synchronize,Telepathy,,,,0.6,23.3,190,50,800000,25,45,24,76,67,55,2560,70,292,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
518,Musharna,Drowsing Pokemon,psychic,,5,0,Forewarn,Synchronize,Telepathy,,,,1.1,60.5,75,50,800000,55,85,29,116,107,95,2560,70,487,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
519,Pidove,Tiny Pigeon Pokemon,normal,flying,5,0,Big Pecks,Super Luck,Rivalry,,,,0.3,2.1,255,50,1059860,55,50,43,50,36,30,3840,70,264,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
520,Tranquill,Wild Pigeon Pokemon,normal,flying,5,0,Big Pecks,Super Luck,Rivalry,,,,0.6,15,120,50,1059860,77,62,65,62,50,42,3840,70,358,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
521,Unfezant,Proud Pokemon,normal,flying,5,0,Big Pecks,Super Luck,Rivalry,,,,1.2,29,45,50,1059860,115,80,93,80,65,55,3840,70,488,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
522,Blitzle,Electrified Pokemon,electric,,5,0,Lightningrod,Motor Drive,Sap Sipper,,,,0.8,29.8,190,50,1000000,60,32,76,45,50,32,5120,70,295,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
523,Zebstrika,Thunderbolt Pokemon,electric,,5,0,Lightningrod,Motor Drive,Sap Sipper,,,,1.6,79.5,75,50,1000000,100,63,116,75,80,63,5120,70,497,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
524,Roggenrola,Mantle Pokemon,rock,,5,0,Sturdy,Weak Armor,Sand Force,,,,0.4,18,255,50,1059860,75,85,15,55,25,25,3840,70,280,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
525,Boldore,Ore Pokemon,rock,,5,0,Sturdy,Weak Armor,Sand Force,,,,0.9,102,120,50,1059860,105,105,20,70,50,40,3840,70,390,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
526,Gigalith,Compressed Pokemon,rock,,5,0,Sturdy,Sand Stream,Sand Force,,,,1.7,260,45,50,1059860,135,130,25,85,60,80,3840,70,515,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
527,Woobat,Bat Pokemon,psychic,flying,5,0,Unaware,Klutz,Simple,,,,0.4,2.1,190,50,1000000,45,43,72,65,55,43,3840,70,323,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
528,Swoobat,Courting Pokemon,psychic,flying,5,0,Unaware,Klutz,Simple,,,,0.9,10.5,45,50,1000000,57,55,114,67,77,55,3840,70,425,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
529,Drilbur,Mole Pokemon,ground,,5,0,Sand Rush,Sand Force,Mold Breaker,,,,0.3,8.5,120,50,1000000,85,40,68,60,30,45,5120,70,328,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
530,Excadrill,Subterrene Pokemon,ground,steel,5,0,Sand Rush,Sand Force,Mold Breaker,,,,0.7,40.4,60,50,1000000,135,60,88,110,50,65,5120,70,508,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
531,Audino,Hearing Pokemon,normal,,5,0,Healer,Regenerator,Klutz,,,,1.1,31,255,50,800000,60,126,50,103,80,126,5120,70,545,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
532,Timburr,Muscular Pokemon,fighting,,5,0,Guts,Sheer Force,Iron Fist,,,,0.6,12.5,180,75.4,1059860,80,55,35,75,25,35,5120,70,305,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
533,Gurdurr,Muscular Pokemon,fighting,,5,0,Guts,Sheer Force,Iron Fist,,,,1.2,40,90,75.4,1059860,105,85,40,85,40,50,5120,70,405,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
534,Conkeldurr,Muscular Pokemon,fighting,,5,0,Guts,Sheer Force,Iron Fist,,,,1.4,87,45,75.4,1059860,140,95,45,105,55,65,5120,70,505,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
535,Tympole,Tadpole Pokemon,water,,5,0,Swift Swim,Hydration,Water Absorb,,,,0.5,4.5,255,50,1059860,50,40,64,50,50,40,5120,70,294,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
536,Palpitoad,Vibration Pokemon,water,ground,5,0,Swift Swim,Hydration,Water Absorb,,,,0.8,17,120,50,1059860,65,55,69,75,65,55,5120,70,384,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
537,Seismitoad,Vibration Pokemon,water,ground,5,0,Swift Swim,Poison Touch,Water Absorb,,,,1.5,62,45,50,1059860,95,75,74,105,85,75,5120,70,509,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
538,Throh,Judo Pokemon,fighting,,5,0,Guts,Inner Focus,Mold Breaker,,,,1.3,55.5,45,100,1000000,100,85,45,120,30,85,5120,70,465,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
539,Sawk,Karate Pokemon,fighting,,5,0,Sturdy,Inner Focus,Mold Breaker,,,,1.4,51,45,100,1000000,125,75,85,75,30,75,5120,70,465,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
540,Sewaddle,Sewing Pokemon,bug,grass,5,0,Swarm,Chlorophyll,Overcoat,,,,0.3,2.5,255,50,1059860,53,70,42,45,40,60,3840,70,310,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
541,Swadloon,Leaf-Wrapped Pokemon,bug,grass,5,0,Leaf Guard,Chlorophyll,Overcoat,,,,0.5,7.3,120,50,1059860,63,90,42,55,50,80,3840,70,380,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
542,Leavanny,Nurturing Pokemon,bug,grass,5,0,Swarm,Chlorophyll,Overcoat,,,,1.2,20.5,45,50,1059860,103,80,92,75,70,80,3840,70,500,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
543,Venipede,Centipede Pokemon,bug,poison,5,0,Poison Point,Swarm,Speed Boost,,,,0.4,5.3,255,50,1059860,45,59,57,30,30,39,3840,70,260,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
544,Whirlipede,Curlipede Pokemon,bug,poison,5,0,Poison Point,Swarm,Speed Boost,,,,1.2,58.5,120,50,1059860,55,99,47,40,40,79,3840,70,360,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
545,Scolipede,Megapede Pokemon,bug,poison,5,0,Poison Point,Swarm,Speed Boost,,,,2.5,200.5,45,50,1059860,100,89,112,60,55,69,5120,70,485,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
546,Cottonee,Cotton Puff Pokemon,grass,fairy,5,0,Prankster,Infiltrator,Chlorophyll,,,,0.3,0.6,190,50,1000000,27,60,66,40,37,50,5120,70,280,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
547,Whimsicott,Windveiled Pokemon,grass,fairy,5,0,Prankster,Infiltrator,Chlorophyll,,,,0.7,6.6,75,50,1000000,67,85,116,60,77,75,5120,70,480,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
548,Petilil,Bulb Pokemon,grass,,5,0,Chlorophyll,Own Tempo,Leaf Guard,,,,0.5,6.6,190,0,1000000,35,50,30,45,70,50,5120,70,280,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
549,Lilligant,Flowering Pokemon,grass,,5,0,Chlorophyll,Own Tempo,Leaf Guard,,,,1.1,16.3,75,0,1000000,60,75,90,70,110,75,5120,70,480,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
550,Basculin,Hostile Pokemon,water,,5,0,Reckless,Rock Head,Adaptability,Mold Breaker,,,1,18,25,50,1000000,92,65,98,70,80,55,10240,70,460,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
551,Sandile,Desert Croc Pokemon,ground,dark,5,0,Intimidate,Moxie,Anger Point,,,,0.7,15.2,180,50,1059860,72,35,65,50,35,35,5120,70,292,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
552,Krokorok,Desert Croc Pokemon,ground,dark,5,0,Intimidate,Moxie,Anger Point,,,,1,33.4,90,50,1059860,82,45,74,60,45,45,5120,70,351,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
553,Krookodile,Intimidation Pokemon,ground,dark,5,0,Intimidate,Moxie,Anger Point,,,,1.5,96.3,45,50,1059860,117,80,92,95,65,70,5120,70,519,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
